Hybridization REF	TCGA-AS-3777-01A-01R-0864-07
RNF182	-5.021
BRD4	0.28225
DOK4	-0.219
SLC46A2	0.0506666666666667
SOX9	-2.20275
ZNRD1	-0.669
PRR6	-3.9925
FAU	1.243875
DTNB	-0.531833333333333
CARD9	-1.3205
STS-1	0.0831666666666667
SLC4A5	0.529875
NSBP1	-2.0985
UGCGL2	-0.6855
POTE15	-4.7125
NOXA1	-0.48925
RP13-347D8.3	0.4645
SAMD10	2.03166666666667
EP400NL	-1.82125
TCF21	0.90175
AMELX	0.52875
JPH2	0.9675
SLA	1.97575
DLST	0.453333333333333
SEPT12	0.73425
RGS20	-3.89375
LXN	0.874
ZNF419	0.579
UPK3B	0.169666666666667
RELL1	0.38775
ESPNL	-1.601
KLHL21	0.56
PI15	0.335
C2orf61	-0.463
LOC407835	-0.4575
RER1	0.0174166666666667
ELAVL2	0.0325
MGC26718	-2.5735
KLF2	1.8595
TNFAIP8L3	4.57983333333333
TFE3	0.05775
C11orf17	0.644
15E1.2	0.143
SNRPC	-1.499
DLGAP1	0.81825
PGLYRP1	0.47725
OVCH2	1.8555
IRF7	-0.4123
SET	-1.3907
NAB2	-0.506833333333333
LRP5L	-0.89725
FAM120A	0.0429375
ASCL2	-0.463166666666667
SHH	0.872
ATP5H	1.21983333333333
THPO	-1.346
TYRP1	-3.76766666666667
HIST1H3E	-0.4165
EIF2S1	0.911444444444444
TNFRSF17	-1.57316666666667
TARSL2	1.2165
NKX2-8	0.404875
C1orf115	-0.09875
LOC56964	1.2265
KIAA0841	-1.376
ISCU	3.0525
TTMA	-0.6205
ZNF414	-0.6685
LOC441150	1.6165
RAB15	-1.1415
HBP1	1.24483333333333
TNNT2	-1.43333333333333
CECR5	-0.7795
PHGDH	-2.7725
JRK	-0.4085
XPO4	-0.673625
FAM131C	1.28
ARHGAP25	0.467333333333333
CA9	-3.13522222222222
GPR62	0.914833333333333
TLX1	0.458333333333333
GPS1	-0.83925
OR2M2	0.731
BDP1	-0.2895
FAM70B	1.02925
RPS29	1.05083333333333
MKLN1	-0.0051
TSPAN19	-2.16425
SLC29A3	-0.0573
LGALS4	2.72633333333333
USH2A	0.0806666666666666
NF1	-0.0166666666666667
APOBEC3A	1.55116666666667
IMPAD1	0.031
OLR1	1.21983333333333
NRAP	0.523
HCFC1R1	0.938666666666667
TAOK2	-1.169
MCM10	-3.804
MAP4K3	0.1105
CBS	-2.890875
CLK3	-1.0546
PCDHGA5	null
ELF4	-0.116125
FAM71A	0.20225
C11orf49	0.11
CLIP2	-0.918
BTBD9	-0.2557
ZNF524	1.9895
KDELR1	0.9735
ZNF509	-0.3865
NCSTN	-0.3095
ZNF533	3.72721428571429
PARP4	-0.3075
GALNT9	1.075
NPY	-2.272
BEGAIN	-2.62733333333333
TMEM77	0.436833333333333
FOXRED1	-0.495
SLC16A2	-0.879
SLC35B1	-0.11375
GK5	0.57975
SDCCAG10	-0.31725
C4orf20	0.94625
SLC9A2	2.00475
ADD1	0.120928571428571
TAL2	-0.926166666666667
ACLY	-1.9675
DNAJC1	1.4905
SOST	-1.965
USP43	-0.427
CYP4F12	-1.47375
FKBP5	0.07175
CHCHD5	1.071
NUDT22	2.0635
CCDC85B	-0.605
OR51G2	0.5055
STRN3	0.211071428571429
TMOD2	2.24475
FLI1	0.0572499999999999
MAB21L2	2.73816666666667
DGKQ	0.832
VPRBP	-0.317166666666667
SCNN1B	-1.0478
ECHDC3	3.1003
TMEM106C	1.79925
CSNK2A2	0.9455
RPL39	0.6733
HERC3	0.9694
ZBTB47	1.1985
ZNF681	0.9485
PAGE2	-2.368
CLIC5	2.46178571428571
RABAC1	2.0295
ZFHX2	1.218
YPEL1	1.4655
KIAA0776	-0.07575
NR1D2	1.66425
DNAJC4	1.26375
NPNT	4.2168
ZNF677	0.2475
ZNF536	1.22625
MEF2B	0.360666666666667
PTPN4	0.176375
CTCFL	-4.9675
STX5	0.5235
CD72	0.547
VEGFA	-0.576105263157895
XRCC1	-2.3555
MAS1L	0.962166666666667
ELL	-0.4482
SETBP1	1.27275
CDH11	0.288666666666667
NDC80	-3.69830769230769
DMBX1	-2.6605
NRSN1	0.635833333333333
BAT2D1	-2.05975
CDS2	1.6055
C1orf212	0.732333333333333
SENP3	-1.7305
IL1F9	0.6035
EEF2K	-1.535125
COG8	-0.348
CEP72	-2.64975
OR1L8	0.53
MUS81	-0.840333333333333
PHYH	3.0005
GGT6	1.83566666666667
C22orf23	-0.635833333333333
C13orf33	0.91025
MAPK8IP2	-0.40925
NELL2	-2.014
POU3F2	-3.76033333333333
ALPK1	1.05625
MRPS18C	0.1345
RPLP2	0.765
FGF22	0.3205
SPNS1	-0.839833333333333
ZFP1	0.28925
IL1RAPL1	-1.33275
PCSK9	-4.09
NKX2-1	0.610357142857143
C6orf189	2.79425
SP4	0.3115
SLC11A1	1.4594
C21orf25	-0.718666666666667
ICAM2	0.171625
SH3GL1	-0.338666666666667
GSK3B	0.191166666666667
RALB	1.00375
PDXP	-1.31416666666667
GNGT1	0.284
KIR2DL1	1.1785
TNFAIP3	-0.127416666666667
C6orf32	-0.1605
CBLN2	-1.72725
PANK3	0.39775
TAAR9	0.3595
WDR82	-0.895357142857143
APOM	-2.89175
TRIP10	-1.5695
SPATA16	0.122833333333333
C1orf135	-4.044
USP51	2.358
TESK1	-0.04275
C11orf64	0.2035
ZNF611	0.137
PDE6G	0.127333333333333
HLA-DQA1	4.42525
GCLC	0.935
SEC61A1	0.454142857142857
TWSG1	1.83108333333333
ZMYND10	-1.11325
CTDP1	-0.340625
ADAMTS6	-1.9725
SLIT1	-2.1395
KRT86	-1.4505
KIAA0574	-1.579
GTPBP2	-1.7174
PQLC3	1.52225
PRRX2	-2.79833333333333
C15orf44	0.3895
MKKS	1.635125
C11orf10	0.27975
GPR110	5.673875
CD109	-2.53191666666667
ADCY1	0.757
RHBG	3.03475
TP53I3	1.633875
SLC22A3	-1.1862
UCP2	-1.5725
FOXG1	-2.54266666666667
OR2AG1	0.4375
TRIM24	-1.658
PROC	-3.103
TAAR6	1.4335
AMTN	-0.525
C10orf47	-0.275
DEPDC1	-4.3795
FLJ45557	1.01625
ZDHHC17	-0.679125
KIAA1429	-0.605666666666667
KCNH1	0.49325
VNN3	0.83475
PSMAL	1.13725
PPARD	-0.372125
HFM1	-2.14833333333333
YBX1	-2.19983333333333
ZNF695	-3.33475
SCTR	1.59583333333333
DCDC1	0.7545
VPS26B	-0.0294
MTF2	-2.69716666666667
ATP6V1F	1.7085
CCDC94	-0.61425
PERF15	-0.602
CCL11	3.2865
LMO7	0.531375
DCST1	0.6325
ADRBK1	0.132375
CDRT4	-1.040125
ZNF84	-0.91925
HOXD8	4.93725
STARD8	1.322
FOXP2	-0.853428571428571
CCDC103	0.95125
POLR3A	-0.8599
GSC	-2.51266666666667
ZNF114	-1.18866666666667
HTR7P	0.7595
LALBA	1.116
RMND5A	-0.704333333333333
PSCD2	0.25725
ZNF409	0.817
KRTAP1-3	1.0735
MAF1	-1.34625
LOC201725	-1.58866666666667
NRN1	-2.8795
SPAG5	-4.75783333333333
DNAH7	-0.181666666666667
FLJ43860	0.4805
BRCA2	-3.408
ACADM	-0.041
CXXC6	-3.711875
RAGE	-2.580375
CHMP2A	0.78725
FAM8A1	-0.2253
GPR21	0.751
SLC12A3	-1.45583333333333
FVT1	1.55892857142857
ZDHHC7	-0.41925
FLJ44048	0.62525
SLC44A3	2.60466666666667
SDSL	1.669
MMP8	0.075
PLA2G12B	-2.92883333333333
ACY1	-0.48325
MT1E	2.64066666666667
OR4K15	0.853
TECTB	-0.335
GPR20	0.999125
IRAK2	0.4975
RFPL3	-0.927125
MYO9A	0.2955
NARG1L	-1.1265
BLMH	-2.391125
CCDC3	2.822
C9orf21	0.270333333333333
KIAA0513	-0.713
MIER2	-0.3735
PNMA2	-2.15075
SH3BP2	0.4212
ANXA10	-1.0595
RTN2	-1.2535
TFB1M	-1.636
PRPH2	4.7885
C14orf133	0.46675
GOLGB1	-0.110166666666667
IRX4	-1.443
NFKBIL1	-0.7565
C10orf62	0.0465
APBB3	-0.92
RPS10	0.3461
LOC728378	-2.76675
TLE3	-0.361944444444444
PSMB7	-1.3905
MESDC1	-1.42
SLC6A1	0.295833333333333
OCLN	2.1795
PTTG3	-3.22166666666667
NAGLU	-0.142
SERTAD4	-0.442
SPRY1	1.69
FLJ10781	-1.13783333333333
MYSM1	-0.73775
TRIM4	0.603642857142857
SH3YL1	1.548875
TREM2	3.85533333333333
SERPINI1	4.30325
HDHD3	-0.27775
TMEM38A	3.690625
EID2B	-0.91825
TDRD3	-0.122166666666667
SEDLP	1.69375
THSD7A	6.67166666666667
NDST3	-2.46366666666667
KLHL15	-0.4415
DHRS12	3.4865
FBXO9	-1.16585714285714
TNPO1	-1.12333333333333
MRPL13	-0.432166666666667
SNX5	-1.24183333333333
METTL6	-0.113
SOD1	-0.62075
CHML	-1.22266666666667
PACS1	-0.16975
SIRT5	0.933
CAPN2	1.13483333333333
FXYD5	-1.71733333333333
TWISTNB	0.079
LRFN1	0.949833333333333
UBE1L	0.231375
UBE1C	0.98825
OR51B2	-0.00449999999999999
OR4D11	0.206
C15orf2	0.3325
NR4A1	0.7645
LOC339047	-2.8535
TRIM17	-0.618375
ATP5G3	1.55042857142857
RPL15	0.63825
ADAMTS8	-0.2015
HOXC4	0.3625
C14orf37	4.375
CEACAM5	-0.454
MYT1L	-0.152333333333333
RASA2	-0.127375
OSBPL7	-0.722
STAG1	0.659
GIMAP4	5.10933333333333
FUT3	-0.837333333333333
PIF1	-3.3855
LPIN2	0.3365
SH3PX3	-0.60675
PDP2	1.00775
PAPD1	0.169375
ERP27	6.86825
APOOL	1.3359
DIABLO	0.90325
TRHR	0.735625
ARMC9	-1.51075
RNF152	5.154
SLITRK3	0.318
ZNF211	0.1617
PFDN1	1.542875
RGS11	-0.622875
HS6ST1	0.0162
AKR1D1	-1.48825
TNP2	0.779666666666667
STK31	-0.767666666666667
EML4	-2.03583333333333
SGTA	-0.2205
HIST1H2BI	-2.0005
PSMD6	-0.764833333333333
KIAA1257	-1.8525
C18orf55	1.31116666666667
FLJ20273	2.995875
RPL28	-0.8495
EPYC	0.434375
NOX3	0.0655
ELAC1	1.4535
METT11D1	-0.15275
BIN2	2.95416666666667
NACA2	0.0365
CCDC17	-1.75875
HM13	-1.2749
UBOX5	-1.003
UBE2O	-0.85925
UBL5	1.594
APOLD1	2.232625
C9orf31	0.36125
TNFSF8	0.6645
ARHGAP29	0.14125
PROKR2	0.731
PDE5A	0.746
C6orf12	0.091
TOM1L1	1.103
WHDC1	0.5445
FOXI1	4.15183333333333
RAB4A	1.095
TMEM39B	-1.39575
ATPBD1C	0.62075
FARSA	-1.37633333333333
PLEKHG5	-0.57525
CMAS	-0.772666666666667
OR7E24	1.798
SLC30A1	-0.41275
CDC42EP5	0.753
PLAC1	-2.04775
KLHL18	-0.231333333333333
LBA1	-0.2581
TAZ	-1.007
CRIP2	0.102375
BTBD11	-0.6465
C16orf72	0.67475
DIO2	-1.3789
LRRCC1	-1.86966666666667
CCDC136	-3.0865
PRX	-0.028
RBM5	-1.6824
TMEM85	0.673
TUBGCP4	-0.637333333333333
APLN	1.957625
CDK7	0.2155
SSR2	0.388416666666667
CRELD1	0.27775
C19orf46	0.69675
GAL3ST4	0.247666666666667
KBTBD10	-1.8075
IL28A	0.637
WDR27	-2.5815
MCM2	-3.17433333333333
SOX14	-0.209
FLJ39743	0.2465
KIAA0922	-1.040125
HIPK4	-0.3975
FLJ25758	0.2995
C16orf57	-0.0880833333333333
PDZD2	0.7005
MCC	1.322375
HHLA3	-1.418
ID2	0.28125
C20orf23	1.97775
ZNF688	1.69725
APOC2	-1.94616666666667
LOC440093	-1.74825
FAM50B	-0.604
PWP1	-0.2765
DNAH10	0.14175
HIST1H2BA	0.569333333333333
GPR56	2.7355
METAP2	-0.822
PAN3	-0.7655
STXBP4	0.626
PDHX	0.9885
MTA1	-1.22416666666667
ZBED4	-0.96825
ZNF720	1.1035
CDK2	-2.42475
RHOJ	0.140625
CDC37	-1.14866666666667
ZER1	-0.51775
GRK4	-1.3405
PRPH	1.44875
POLR2A	0.173125
OGFOD1	-0.006
NOL5A	-2.53125
PHEX	-0.8475
FLJ16478	0.398
C20orf117	-1.34025
CAMTA2	-0.63325
C11orf74	1.57766666666667
DDX17	-0.452166666666667
C5orf27	0.4735
PLEKHA2	-1.5863
PDE4DIP	0.2593
SCN7A	0.46575
ZNF559	-0.2615
CXCL10	3.7455
ZMYM4	-0.683333333333333
STK32B	0.8662
KIAA0888	1.5512
TACR3	0.8505
CKAP2L	-2.14775
KIF1A	1.18566666666667
RSPRY1	1.16525
VCAN	-1.753
CYP27C1	-0.1875
SYDE1	-0.810666666666667
MED12L	-0.84425
ZDHHC21	1.22975
NHS	-2.435
TM9SF3	1.75533333333333
DDHD1	-0.963625
MAFG	-1.30783333333333
BICD2	-1.6022
C14orf119	0.163166666666667
C14orf43	0.440214285714286
CDH7	-1.56925
ALKBH5	-0.510357142857143
JUP	-0.06425
TMEM41A	0.751333333333333
MAMDC4	-1.225
CBX3	-0.80075
LRRC18	0.3985
RBMXL2	-0.372
PLA2G4D	0.896333333333333
FGF13	3.224875
KIF3A	0.800333333333333
PDIA6	-2.22675
DCXR	0.516
CASKIN2	0.035
EHD1	0.999666666666667
MARCKSL1	-1.441
ZNF496	-0.1775
SCAF1	-0.811833333333333
KCTD8	-0.87275
TRAF3IP3	-0.632142857142857
LSR	0.50725
CXorf1	0.2004
C14orf112	1.42416666666667
EIF2B1	-0.322
OMP	1.3015
GSTZ1	0.823
LOC92017	0.375
ISLR2	0.7935
C12orf36	0.9665
GATA2	-0.17
GABRA5	-2.0225
CELSR2	-1.59685714285714
STAM2	0.9668
TNAP	-1.6955
PTPMT1	0.3795
GRP	0.51325
SV2A	-1.14716666666667
MAGEA12	-3.94475
CACNG1	-0.7085
C18orf19	1.4665
GSG1	0.364333333333333
PTPRJ	1.23721428571429
FRMPD1	0.3245
ZNF668	-0.72625
PLEKHJ1	0.59875
ADAT1	-0.3643
TMEM50A	-0.1304
UCN3	0.6465
HOOK1	0.56675
IL17B	0.0095
MLKL	-1.71216666666667
TTC14	-1.91266666666667
KLHL5	-0.160625
CRYL1	2.78883333333333
FOXH1	0.4615
NFYB	0.124
PPM1G	-2.06325
GOLGA2LY1	-1.6785
NMT1	-1.2555
HADHA	0.1229
CHSY-2	0.43125
PLEKHF1	-0.118142857142857
SAGE1	-1.325
MUSTN1	1.3385
SUHW4	1.44325
TFEB	2.021
ZFYVE27	-0.016
ATG12	-0.00533333333333329
BMI1	1.86542857142857
ZIM3	0.0566666666666667
MYH4	-0.50275
MASP1	1.37491666666667
KIAA0984	-0.36225
RPAP2	-0.26575
ASB5	5.502
BOLA3	0.589166666666667
MIA3	-0.7245
KRT35	4.569
KIR3DL3	-1.2045
MRPL51	0.05775
SEMA3F	0.529166666666667
NDUFB2	2.39733333333333
LOC253012	8.76825
FAM46C	-1.6471
G6PC	-2.309125
CSAG3A	-4.303
PREX1	-0.8815
SLC25A45	0.063125
MAPKBP1	0.5179
CPE	-0.5647
GNB1	-0.877875
CXCR6	1.087
TRIM46	-0.12375
C16orf3	0.209
HPSE	0.381
TIGD3	-0.1705
SPG3A	0.72325
LCAT	-1.96366666666667
ST6GAL1	0.688388888888889
POMC	0.68375
FLJ36031	-0.285833333333333
NSMAF	-1.00433333333333
SKIL	0.427
ADSS	-0.663166666666667
HMGCS1	-1.6767
POLR3F	0.336333333333333
RAB10	0.37875
ZNF277P	1.3615
ZBTB7B	0.05
DHRS1	-0.387125
ABCC13	0.0961666666666667
CNOT3	-1.49275
NFKBIA	0.83625
GAK	-0.540833333333333
SFT2D2	0.726166666666667
HOXA6	0.025
CRTC1	0.480625
LY6D	-0.555
C20orf72	-1.40766666666667
CPT1A	1.682
LMO1	-1.338
EIF3I	-0.66175
PRB4	0.3555
MCM3APAS	-3.0855
C20orf132	0.8307
FOXF2	-5.0815
S100A12	2.79775
MLH1	-0.0246666666666667
ACTN1	-2.3326
MRPL36	0.238666666666667
C20orf106	-1.022
FBXO6	0.534166666666667
MKS1	-1.39716666666667
CX3CR1	-0.823125
PDE1B	0.5345
PLP1	-3.45
KISS1	0.526833333333333
C14orf2	1.8885
TBC1D3P2	-2.8275
COMMD6	1.6448
ANKRD7	1.77275
PTCHD1	-1.735
NARS2	-0.0725
DOCK7	-0.837
FAM127B	1.175875
LOC390243	0.319833333333333
N6AMT2	0.82575
ZNF391	-0.1065
DNAJB14	1.29616666666667
WRB	0.00812500000000001
BPI	0.328166666666667
TTC4	-1.88883333333333
FAM10A5	0.19275
GOT1L1	0.1402
MAGED1	-0.844
RESP18	-0.56
WFDC6	0.02425
MT2A	0.6805
C11orf56	-0.28925
KIAA1432	-0.8145
ROR1	-0.58875
HSD17B14	3.72766666666667
ZFAND2B	0.615625
SAMD4B	-0.5175
HEXA	0.406875
HNRNPU	-1.3385
USP39	-1.1305
NRD1	-0.88075
R3HDML	0.14175
FLT4	0.264833333333333
OMG	1.09433333333333
OR52N4	0.6675
LOC399818	1.0305
ELA2	-2.087
VENTXP1	0.1715
RFC5	-2.15
OR52L1	0.106
PAX5	0.485
FBXO2	1.892
GMEB1	-0.9845
AKT3	0.215
CRB1	-1.4862
CTTN	-0.234166666666667
UTP15	0.108833333333333
HSBP1	0.99975
PHF11	1.97225
NDEL1	-0.258333333333333
USP8	0.445
BAIAP2	-1.165875
SI	0.975
ARSJ	3.44
BAAT	-2.76025
KCNS3	-0.703333333333333
LOC126147	0.0628333333333333
TMEM37	0.5915
C1orf162	2.47516666666667
MBD1	-0.637
ITGAL	-1.50516666666667
WDR73	-1.01466666666667
GKN2	1.44983333333333
ARFGAP1	-1.17175
SLC5A8	-0.9725
ZBTB40	-1.0667
CYP4B1	-1.3515
LYPLAL1	1.17375
CHST3	0.127
MAP3K9	0.7335
BTAF1	-0.994666666666667
TFAP2E	0.3875
RBM35B	-0.63575
LOC441251	-0.37
ANKRD25	-1.76144444444444
UQCRC2	1.32
MAEA	0.378333333333333
HYAL1	2.6479
RNPEPL1	-0.4935
CPSF2	-0.41775
PSD3	-0.8114
ABCA13	-0.244125
AGR2	-2.66375
GBX1	-1.457
HDLBP	0.189
ACY3	-0.08975
HECW1	-1.28475
ZNF519	-2.739
HOPX	2.9145
ZNF304	1.492375
OR12D3	0.866
FKSG43	0.24475
METTL1	0.643625
MFSD3	-0.9026
PSPH	-1.95275
CLCA3	0.4245
DARS2	-0.969333333333333
CDC25A	-1.64716666666667
BAIAP2L1	1.3855
B3GNT5	1.084
USP29	0.1915
ARHGEF10L	0.4901
ATOX1	1.137125
ADAM30	0.4035
DNASE1	5.97925
STT3A	0.45375
RAB6IP1	-0.76725
PTN	0.2303
C1orf106	-1.69515384615385
HECA	0.12
RNF122	0.573
SLC22A18AS	1.7285
GNG8	0.49
ELP4	-0.4005
FAM65A	0.589
RPL10A	-0.599666666666667
IRS4	-0.2575
MACF1	0.2464
SEC24D	0.41525
LOC374395	1.10425
TGFB2	0.048125
MDFIC	0.539375
CHRNE	0.942333333333333
PCMTD2	-0.5615
ATP6V0D1	1.12833333333333
MTA2	-0.1045
LZTR1	-1.202
RAP1A	0.936166666666667
AXIN1	-1.603
POLR1C	-1.21175
TRIO	-0.77825
PLXNA4A	-0.865916666666667
C5orf33	-0.2295
DEPDC1B	-2.56575
ZNF473	-0.937833333333333
MTM1	1.245
GPR107	-0.2725
CSNK1A1L	0.251166666666667
FLJ14154	-0.93425
NLRC4	2.04025
ENPP4	2.866
PADI3	0.474
RNF170	0.35
CG018	-0.807833333333333
C16orf7	0.3295
KCNE1	0.4285
NRM	-2.1255
SLC37A3	0.905785714285714
TPD52L2	-0.724
UNC5B	-0.14425
C12orf12	0.301
SDHB	0.783
CLRN1	0.336285714285714
NUDT10	-1.83066666666667
UGT3A1	0.255857142857143
FBXW8	-0.232125
RHOF	1.661
PTPLAD1	1.3345
MYO3B	0.801
DERA	0.29525
TPP2	-1.23075
C19orf53	1.49533333333333
GINS3	-1.5025
ST6GALNAC5	-1.2175
CHSY1	-1.676
MGC15705	-0.2565
GPR83	0.636833333333333
EXT2	0.614125
DOLK	-0.16725
TUBAL3	-2.61125
ACVRL1	2.4775
ABL2	-1.66925
C14orf156	0.0461666666666667
PTPRZ1	-3.764625
DIP2C	-0.05875
LAMP1	-0.82375
RXRA	-0.8757
MAP3K5	1.3105
ALKBH1	1.16316666666667
PDLIM7	-0.71275
ARL14	4.294
SNIP1	-0.852
TIMP3	0.454666666666667
RGS3	-0.622
SPAG16	0.3177
ABHD4	-0.09925
ARHGEF12	1.0965
GLUD2	0.774
RAC2	-1.8983
UAP1L1	-1.3085
SLC18A3	0.6465
YOD1	-1.11325
RALY	-0.279
HMOX2	1.0985
DGKH	0.00524999999999999
DBNDD2	0.294833333333333
YIPF4	0.5475
THAP10	1.53625
ZNF513	-1.64575
HAGHL	2.27316666666667
ITGB4	-1.824
CCDC141	-1.7245
YTHDF3	0.4335
C5orf28	0.75525
RPL7L1	-1.038875
TMEM30B	1.25642857142857
ANKRD35	-0.6735
DUOXA2	3.597
TBC1D5	-0.622
DFNB59	-0.613
HRH4	0.75325
MYO6	1.5145
DNAJA4	2.803875
RBM24	-1.50575
CEACAM20	-0.10375
RBM23	-0.604357142857143
NGFB	0.6265
C1orf63	-1.4047
KRTAP7-1	0.156
PERLD1	0.29875
NPB	0.1895
C17orf59	0.1457
HSPBAP1	0.08675
SLC15A4	0.31075
PRTFDC1	1.6125
OSMR	-1.09185714285714
CYSLTR2	-0.7815
C19orf25	0.9329
KIAA1797	0.4955
NLRP6	0.1665
FAM105B	0.3072
SCRN2	-1.307
LRRC58	-0.454
RNF17	-0.0775
NEIL3	-5.2825
FAM137A	-2.061
SKP2	-3.10225
PARVA	1.26175
PKLR	0.048
RNF34	-0.04425
A3GALT2	0.2045
C12orf50	-0.258833333333333
SUNC1	1.52425
FAM102B	-2.397
CCT2	-1.83525
LRRC37A2	-1.408
ARF4	1.079
SIKE	-0.140625
C8orf48	-1.4235
MBTPS1	-0.635571428571429
GPSN2	-1.291
NCF2	2.814
SLC12A6	0.497
MRPL48	1.20075
HMGN3	-0.4415
LRRC62	-0.79675
PAX9	-2.066125
FAM55A	0.0275
C20orf42	-2.95583333333333
SCML2	-1.8235
BCL9	-0.473
FAM40A	-1.31275
C9orf41	0.824166666666667
ZNF774	-0.564
LETM1	-0.771
PLXNB1	-1.01766666666667
NIPSNAP1	-0.07825
USP10	-0.799
F9	0.2955
LIPE	-0.13975
CNGB3	0.65
C12orf52	-0.062625
PI4K2A	0.25175
MED8	-0.588375
STAT4	-0.0497
FGD4	2.74866666666667
RNF145	-1.14216666666667
WDR32	0.0899
CLDN2	0.628666666666667
TCEAL8	1.99975
ZMYND8	-1.3887
PDXK	-0.58953125
GATAD2A	-0.3995
PTGES3	-0.698
CCM2	-0.38225
TAP1	-0.233875
ZNF670	-0.368
ETS2	0.403071428571429
C6orf166	0.3885
PRMT2	-0.444642857142857
OR4B1	0.2055
INTS8	-1.776
CCDC102A	-1.64675
CCDC83	-2.01766666666667
ITGA1	1.356
EPHA5	-2.0123
FAM24B	4.40983333333333
TSGA10	1.059
HAL	-1.657
MYOT	0.00724999999999998
SPACA3	0.363
BCL2L2	-0.189833333333333
CUGBP2	0.513666666666667
CCNB3	0.3475
RNF113B	0.03675
MERTK	2.611
BAG1	1.1885
VPS36	0.7305
ORMDL3	-1.0176
C1orf190	3.676
ZNF625	0.1815
CORO2B	-1.50025
ALOX15	0.005
CST1	-0.1265
NUPR1	2.73816666666667
CCL7	3.083
SMCR5	-2.526
DSC2	1.768
RBMS2	0.333
GRIK4	1.0345
TRIM65	-0.6055
TMPRSS6	-0.0933571428571428
TP53INP2	1.80125
GLB1L	-0.161333333333333
LOC388284	0.3495
PUS1	-2.43071428571429
BCL9L	-1.2035
OLFM1	-1.75333333333333
RET	-2.200875
MASTL	-1.80016666666667
ALX3	0.46575
IL1RL1	0.684166666666667
ZNF765	0.2164
C14orf138	-1.0555
SNX10	2.47683333333333
TAC4	1.084
C1orf64	-0.89025
POGK	-0.5065
MAPK9	1.04075
ZNF366	2.7745
C8orf79	2.3169
CLDN7	3.5245
OR5AT1	1.2845
TRIM37	-2.3915
LRRC25	3.575
GRHL2	-0.2164
TEKT3	-1.78666666666667
LASS5	-1.19233333333333
ABCC4	-0.329166666666667
DLG3	0.8315
VGLL1	-0.00862500000000002
ZFP36L2	-0.534333333333333
MFRP	0.944833333333333
KIAA1799	-0.21625
FLJ44379	-0.118
PCNX	0.24475
ANXA9	-1.348
CYP4V2	1.1061
PIK3C2A	1.15325
SRR	-0.9335
NOL3	-0.99725
IFITM2	-0.453
ARNTL2	-2.07475
ZNF595	1.76625
NLRP13	0.0325
ASPH	-0.892375
CPA2	0.015
PVRIG	-1.55
LEPR	-0.753833333333333
C16orf42	0.7665
SH3BGRL	2.156
FAM77D	-0.90275
FNDC7	-0.046
C9orf6	-0.72
NOTCH2NL	-0.451833333333333
PGBD1	-0.368666666666667
SYNGR2	-0.395333333333333
PITPNA	-0.184625
PRPF4B	-2.0902
SLC43A3	-2.58771428571429
NRBP1	-1.036
SLC25A22	-0.619
ILK	0.409875
SLC22A8	1.321
MRPS7	-0.165
PITX2	-4.1515
FABP3	5.76425
OR1L1	0.639
LOC728215	-1.3055
BLID	-1.405
KIAA1217	2.02076470588235
TFPT	-0.48975
AP4B1	-1.1605
VBP1	0.3625
OR1K1	1.1385
MORC3	-0.5705
BHMT2	-1.0755
C3orf10	0.51075
FZD7	0.899166666666667
WFDC10A	1.463
PMS2CL	-0.6875
CCDC32	2.30316666666667
FA2H	1.896
ALG13	1.7545
TTLL7	-1.67655555555556
SPOCK3	0.8725
SLC13A2	-0.4355
AIM1	-1.072
GPRC6A	1.0025
EGR2	0.86725
MED11	0.98925
WWC1	3.002
SH3GL3	-3.635
RIF1	-2.41335714285714
PRLH	0.809
VLDLR	1.2455
DBT	0.1316875
C21orf63	-0.8945
CGGBP1	0.830375
KRTAP12-2	0.797
TADA3L	-0.3475
ZBTB16	4.339
PDGFB	0.544
RFX1	0.492
UQCRB	1.7785
LOC133874	3.7805
HPS3	-2.60725
LGALS3BP	-1.1739
DKFZP564O0823	2.30078571428571
MRFAP1L1	0.54075
HOXA10	2.4135
NGB	0.5445
KIF21A	3.05861538461538
IFLTD1	0.489
LZTS1	-0.8785
ARHGEF3	2.839
RHBDL3	-1.2565
CSNK1G2	-0.316583333333333
ChGn	-1.532125
KIAA1244	0.6565
GABRB2	0.9765
MGC72080	-0.18
CD27	2.87725
EGLN1	0.0766
PEX13	-0.0345
RWDD3	-0.74525
RNF12	0.199666666666667
GRIN2B	-0.2705
ADAMTS14	-0.554375
DYDC2	2.10516666666667
ATP6AP1	0.8768
NR1H2	-0.579833333333333
PDK2	0.32025
C3orf17	0.580333333333333
SLC38A2	-0.676357142857143
SLC25A29	-0.716833333333333
C15orf29	0.919875
ADAM9	-0.59875
TMUB2	-0.78
GPR176	-0.10175
AGK	-0.265857142857143
MCCD1	5.5675
NDUFA4	2.9745
TMEM146	0.45475
DUSP1	2.0235
UNQ6975	-0.092
EMX2OS	7.2535
INSM2	-0.61575
LUZP4	0.17225
SETD6	-1.678
P2RY2	-0.37125
SLC45A2	-1.139
RABGAP1	0.660166666666667
UBXD5	-0.71225
GPRC5A	-0.247
PAK3	-1.014
LOC63920	-0.065
TGFBR1	0.3004
KRTAP6-3	0.7685
SFMBT2	-0.41275
CDC42	0.847125
C11orf35	0.3325
TTLL2	-0.00924999999999998
UACA	-0.141333333333333
CD97	-1.7597
SETD5	-1.747
NINJ2	-1.222
